user_id,created_at,activated_at,experiment_group,location,device,language,company_id,event_name,count
15029.0,2014-06-30 11:15:07,2014-06-30 11:16:38,control_group,United States,iphone 5,english,1.0,,0
15087.0,2014-06-30 11:15:15,2014-06-30 11:16:32,control_group,Japan,iphone 5,japanese,9521.0,,0
15045.0,2014-06-30 11:10:13,2014-06-30 11:11:18,control_group,United States,asus chromebook,spanish,1745.0,,0
15018.0,2014-06-30 09:46:26,2014-06-30 09:48:00,control_group,Indonesia,iphone 5,chinese,23.0,,0
15088.0,2014-06-30 09:41:38,2014-06-30 09:42:59,control_group,Egypt,lenovo thinkpad,english,12716.0,,0
15025.0,2014-06-30 09:40:48,2014-06-30 09:42:32,control_group,United States,htc one,english,327.0,,0
15083.0,2014-06-30 09:02:50,2014-06-30 09:04:07,control_group,United States,dell inspiron notebook,english,13193.0,,0
15022.0,2014-06-30 08:38:23,2014-06-30 08:39:47,control_group,India,acer aspire notebook,indian,7469.0,,0
15016.0,2014-06-30 08:10:38,2014-06-30 08:11:53,control_group,United Kingdom,iphone 5s,english,10313.0,,0
15043.0,2014-06-30 07:06:34,2014-06-30 07:08:07,control_group,United States,lenovo thinkpad,english,1.0,,0
15030.0,2014-06-30 01:58:22,2014-06-30 01:59:43,control_group,United States,nexus 5,english,1414.0,,0
15012.0,2014-06-29 18:27:26,2014-06-29 18:28:44,control_group,Malaysia,macbook air,english,6854.0,like_message,1
14996.0,2014-06-29 17:30:20,2014-06-29 17:32:01,control_group,Russia,dell inspiron desktop,russian,217.0,like_message,1
14995.0,2014-06-29 16:49:24,2014-06-29 16:50:37,control_group,Canada,iphone 5s,english,6630.0,send_message,1
15005.0,2014-06-29 14:46:14,2014-06-29 14:47:34,control_group,Singapore,acer aspire desktop,english,673.0,like_message,1
15001.0,2014-06-29 14:32:33,2014-06-29 14:33:54,control_group,Poland,asus chromebook,french,6993.0,like_message,3
14994.0,2014-06-29 13:10:45,2014-06-29 13:12:05,control_group,United States,iphone 5s,english,3733.0,like_message,3
14994.0,2014-06-29 13:10:45,2014-06-29 13:12:05,control_group,United States,iphone 5s,english,3733.0,send_message,2
15011.0,2014-06-29 13:00:20,2014-06-29 13:01:56,control_group,France,dell inspiron desktop,french,35.0,send_message,1
15009.0,2014-06-29 12:06:51,2014-06-29 12:08:25,control_group,India,dell inspiron desktop,indian,9451.0,,0
15015.0,2014-06-29 11:19:28,2014-06-29 11:20:48,control_group,South Africa,mac mini,english,10862.0,like_message,3
15007.0,2014-06-29 10:24:14,2014-06-29 10:25:18,control_group,Italy,macbook pro,italian,3811.0,like_message,3
15007.0,2014-06-29 10:24:14,2014-06-29 10:25:18,control_group,Italy,macbook pro,italian,3811.0,send_message,1
14979.0,2014-06-28 21:02:47,2014-06-28 21:04:12,control_group,United States,nexus 10,english,138.0,like_message,2
14979.0,2014-06-28 21:02:47,2014-06-28 21:04:12,control_group,United States,nexus 10,english,138.0,send_message,1
14975.0,2014-06-28 18:19:10,2014-06-28 18:20:50,control_group,Chile,windows surface,spanish,13012.0,like_message,1
14975.0,2014-06-28 18:19:10,2014-06-28 18:20:50,control_group,Chile,windows surface,spanish,13012.0,send_message,1
14973.0,2014-06-28 15:43:40,2014-06-28 15:45:11,control_group,United States,macbook pro,english,4042.0,like_message,2
14973.0,2014-06-28 15:43:40,2014-06-28 15:45:11,control_group,United States,macbook pro,english,4042.0,send_message,1
14986.0,2014-06-28 15:38:16,2014-06-28 15:39:50,control_group,United States,samsung galaxy s4,english,6869.0,,0
14983.0,2014-06-28 15:34:36,2014-06-28 15:36:15,control_group,United Kingdom,ipad air,french,12289.0,send_message,1
14977.0,2014-06-28 15:31:02,2014-06-28 15:32:51,control_group,United Arab Emirates,macbook pro,arabic,64.0,like_message,1
14977.0,2014-06-28 15:31:02,2014-06-28 15:32:51,control_group,United Arab Emirates,macbook pro,arabic,64.0,send_message,2
14987.0,2014-06-28 13:08:01,2014-06-28 13:09:20,control_group,Spain,lenovo thinkpad,spanish,10962.0,,0
14978.0,2014-06-28 12:24:27,2014-06-28 12:26:04,control_group,Germany,macbook pro,french,344.0,like_message,1
14978.0,2014-06-28 12:24:27,2014-06-28 12:26:04,control_group,Germany,macbook pro,french,344.0,send_message,1
14991.0,2014-06-28 11:08:58,2014-06-28 11:10:46,control_group,Turkey,kindle fire,arabic,11559.0,,0
14988.0,2014-06-28 09:41:54,2014-06-28 09:43:26,control_group,United States,ipad air,english,7046.0,like_message,1
14988.0,2014-06-28 09:41:54,2014-06-28 09:43:26,control_group,United States,ipad air,english,7046.0,send_message,2
14974.0,2014-06-28 08:54:43,2014-06-28 08:56:11,control_group,Korea,dell inspiron notebook,korean,6227.0,like_message,3
14974.0,2014-06-28 08:54:43,2014-06-28 08:56:11,control_group,Korea,dell inspiron notebook,korean,6227.0,send_message,2
14976.0,2014-06-28 01:06:42,2014-06-28 01:08:23,control_group,Italy,iphone 5s,french,2.0,like_message,4
14907.0,2014-06-27 23:03:08,2014-06-27 23:04:52,control_group,Japan,nokia lumia 635,japanese,104.0,like_message,2
14964.0,2014-06-27 22:20:36,2014-06-27 22:22:00,control_group,Germany,asus chromebook,german,212.0,like_message,1
14964.0,2014-06-27 22:20:36,2014-06-27 22:22:00,control_group,Germany,asus chromebook,german,212.0,send_message,1
14972.0,2014-06-27 21:42:25,2014-06-27 21:43:58,control_group,United States,iphone 5,english,5414.0,,0
14940.0,2014-06-27 19:12:04,2014-06-27 19:13:29,control_group,United States,acer aspire notebook,english,934.0,send_message,1
14955.0,2014-06-27 18:41:56,2014-06-27 18:43:22,control_group,Korea,iphone 5,english,6551.0,send_message,1
14925.0,2014-06-27 18:13:38,2014-06-27 18:15:06,control_group,France,ipad air,english,92.0,like_message,2
14951.0,2014-06-27 18:06:12,2014-06-27 18:07:36,control_group,Poland,hp pavilion desktop,german,3.0,like_message,2
14951.0,2014-06-27 18:06:12,2014-06-27 18:07:36,control_group,Poland,hp pavilion desktop,german,3.0,send_message,2
14932.0,2014-06-27 18:02:22,2014-06-27 18:03:51,control_group,United States,iphone 5s,english,1694.0,send_message,2
14948.0,2014-06-27 17:40:49,2014-06-27 17:42:11,control_group,India,macbook air,indian,2193.0,like_message,3
14966.0,2014-06-27 17:09:14,2014-06-27 17:10:50,control_group,United States,lenovo thinkpad,english,10767.0,like_message,2
14918.0,2014-06-27 16:32:05,2014-06-27 16:33:42,control_group,Italy,macbook pro,spanish,9.0,like_message,3
14918.0,2014-06-27 16:32:05,2014-06-27 16:33:42,control_group,Italy,macbook pro,spanish,9.0,send_message,1
14945.0,2014-06-27 15:30:14,2014-06-27 15:31:43,control_group,United States,kindle fire,spanish,6328.0,,0
14930.0,2014-06-27 15:25:29,2014-06-27 15:27:03,control_group,Argentina,iphone 5,english,10207.0,like_message,1
14930.0,2014-06-27 15:25:29,2014-06-27 15:27:03,control_group,Argentina,iphone 5,english,10207.0,send_message,1
14963.0,2014-06-27 15:21:45,2014-06-27 15:23:02,control_group,Colombia,lenovo thinkpad,english,878.0,like_message,2
14963.0,2014-06-27 15:21:45,2014-06-27 15:23:02,control_group,Colombia,lenovo thinkpad,english,878.0,send_message,2
14970.0,2014-06-27 15:12:23,2014-06-27 15:14:02,control_group,Philippines,lenovo thinkpad,english,30.0,like_message,2
14953.0,2014-06-27 15:11:36,2014-06-27 15:13:10,control_group,Italy,lenovo thinkpad,spanish,4700.0,like_message,3
14953.0,2014-06-27 15:11:36,2014-06-27 15:13:10,control_group,Italy,lenovo thinkpad,spanish,4700.0,send_message,1
14958.0,2014-06-27 14:57:52,2014-06-27 14:59:10,control_group,United States,macbook pro,spanish,11196.0,like_message,3
14971.0,2014-06-27 14:47:29,2014-06-27 14:48:49,control_group,United States,macbook pro,english,13090.0,like_message,1
14906.0,2014-06-27 14:44:30,2014-06-27 14:45:59,control_group,United States,iphone 5,english,5827.0,like_message,1
14906.0,2014-06-27 14:44:30,2014-06-27 14:45:59,control_group,United States,iphone 5,english,5827.0,send_message,2
14913.0,2014-06-27 14:35:49,2014-06-27 14:37:23,control_group,Mexico,macbook pro,english,745.0,send_message,1
14944.0,2014-06-27 14:24:52,2014-06-27 14:26:27,control_group,Mexico,macbook pro,english,1.0,like_message,1
14902.0,2014-06-27 14:17:34,2014-06-27 14:18:46,control_group,Russia,dell inspiron desktop,russian,9905.0,,0
14921.0,2014-06-27 14:16:04,2014-06-27 14:17:26,control_group,Russia,samsung galaxy s4,english,5551.0,like_message,1
14949.0,2014-06-27 13:58:13,2014-06-27 13:59:31,control_group,United States,lenovo thinkpad,english,2.0,like_message,1
14949.0,2014-06-27 13:58:13,2014-06-27 13:59:31,control_group,United States,lenovo thinkpad,english,2.0,send_message,1
14898.0,2014-06-27 13:29:26,2014-06-27 13:31:05,control_group,Germany,lenovo thinkpad,german,18.0,like_message,1
14929.0,2014-06-27 13:21:12,2014-06-27 13:22:43,control_group,Japan,acer aspire notebook,japanese,8593.0,like_message,4
14929.0,2014-06-27 13:21:12,2014-06-27 13:22:43,control_group,Japan,acer aspire notebook,japanese,8593.0,send_message,3
14965.0,2014-06-27 12:54:08,2014-06-27 12:55:41,control_group,Japan,macbook air,english,9834.0,send_message,1
14931.0,2014-06-27 12:45:11,2014-06-27 12:46:37,control_group,Nigeria,lenovo thinkpad,arabic,5.0,like_message,1
14928.0,2014-06-27 12:08:46,2014-06-27 12:10:14,control_group,India,iphone 4s,indian,2.0,like_message,4
14928.0,2014-06-27 12:08:46,2014-06-27 12:10:14,control_group,India,iphone 4s,indian,2.0,send_message,4
14900.0,2014-06-27 12:06:18,2014-06-27 12:07:40,control_group,Netherlands,macbook pro,english,18.0,,0
14923.0,2014-06-27 11:57:48,2014-06-27 11:59:06,control_group,France,iphone 5,french,1496.0,like_message,3
14923.0,2014-06-27 11:57:48,2014-06-27 11:59:06,control_group,France,iphone 5,french,1496.0,send_message,1
14912.0,2014-06-27 11:31:50,2014-06-27 11:33:12,control_group,Germany,macbook air,english,8920.0,like_message,1
14912.0,2014-06-27 11:31:50,2014-06-27 11:33:12,control_group,Germany,macbook air,english,8920.0,send_message,1
14926.0,2014-06-27 11:07:43,2014-06-27 11:08:55,control_group,Australia,htc one,english,1432.0,like_message,1
14926.0,2014-06-27 11:07:43,2014-06-27 11:08:55,control_group,Australia,htc one,english,1432.0,send_message,1
14935.0,2014-06-27 10:56:44,2014-06-27 10:58:11,control_group,Canada,samsung galaxy s4,french,12905.0,like_message,1
14935.0,2014-06-27 10:56:44,2014-06-27 10:58:11,control_group,Canada,samsung galaxy s4,french,12905.0,send_message,1
14960.0,2014-06-27 10:09:24,2014-06-27 10:11:03,control_group,United States,samsung galaxy s4,english,2.0,like_message,1
14922.0,2014-06-27 09:55:42,2014-06-27 09:57:13,control_group,Ireland,iphone 4s,english,2.0,like_message,1
14922.0,2014-06-27 09:55:42,2014-06-27 09:57:13,control_group,Ireland,iphone 4s,english,2.0,send_message,1
14915.0,2014-06-27 09:43:32,2014-06-27 09:45:13,control_group,Japan,ipad air,japanese,11028.0,send_message,1
14943.0,2014-06-27 09:34:02,2014-06-27 09:35:24,control_group,Brazil,samsung galaxy s4,portugese,3348.0,,0
14947.0,2014-06-27 09:19:41,2014-06-27 09:21:17,control_group,United Kingdom,iphone 5,english,3869.0,like_message,3
14947.0,2014-06-27 09:19:41,2014-06-27 09:21:17,control_group,United Kingdom,iphone 5,english,3869.0,send_message,2
14952.0,2014-06-27 09:12:13,2014-06-27 09:13:47,control_group,Brazil,macbook pro,portugese,3016.0,like_message,3
14952.0,2014-06-27 09:12:13,2014-06-27 09:13:47,control_group,Brazil,macbook pro,portugese,3016.0,send_message,1
14961.0,2014-06-27 09:05:34,2014-06-27 09:07:16,control_group,Germany,lenovo thinkpad,german,6829.0,like_message,4
14961.0,2014-06-27 09:05:34,2014-06-27 09:07:16,control_group,Germany,lenovo thinkpad,german,6829.0,send_message,2
14905.0,2014-06-27 07:45:50,2014-06-27 07:47:20,control_group,Norway,asus chromebook,english,5465.0,send_message,1
14927.0,2014-06-27 06:30:27,2014-06-27 06:32:01,control_group,Japan,macbook air,english,26.0,like_message,2
14927.0,2014-06-27 06:30:27,2014-06-27 06:32:01,control_group,Japan,macbook air,english,26.0,send_message,2
14957.0,2014-06-27 05:24:10,2014-06-27 05:25:27,control_group,Sweden,mac mini,english,7423.0,like_message,1
14901.0,2014-06-27 03:19:25,2014-06-27 03:21:00,control_group,France,nokia lumia 635,french,1281.0,like_message,1
14962.0,2014-06-27 03:17:58,2014-06-27 03:19:12,control_group,Canada,dell inspiron notebook,english,400.0,send_message,1
14893.0,2014-06-26 23:41:02,2014-06-26 23:42:26,control_group,Poland,nexus 5,french,2974.0,like_message,1
14860.0,2014-06-26 21:59:26,2014-06-26 22:00:46,control_group,United States,iphone 5s,english,15.0,like_message,4
14860.0,2014-06-26 21:59:26,2014-06-26 22:00:46,control_group,United States,iphone 5s,english,15.0,send_message,2
14873.0,2014-06-26 21:34:18,2014-06-26 21:35:35,control_group,United States,iphone 5,english,788.0,like_message,1
14873.0,2014-06-26 21:34:18,2014-06-26 21:35:35,control_group,United States,iphone 5,english,788.0,send_message,1
14863.0,2014-06-26 20:04:27,2014-06-26 20:06:16,control_group,United States,samsung galaxy s4,english,3294.0,,0
14878.0,2014-06-26 19:59:58,2014-06-26 20:01:35,control_group,Belgium,iphone 5,french,7340.0,like_message,1
14823.0,2014-06-26 19:49:12,2014-06-26 19:50:34,control_group,United States,ipad mini,english,12116.0,like_message,7
14823.0,2014-06-26 19:49:12,2014-06-26 19:50:34,control_group,United States,ipad mini,english,12116.0,send_message,2
14853.0,2014-06-26 18:38:38,2014-06-26 18:40:05,control_group,Argentina,macbook air,spanish,11993.0,,0
14877.0,2014-06-26 17:46:46,2014-06-26 17:48:32,control_group,United States,macbook pro,english,3106.0,send_message,1
14826.0,2014-06-26 17:31:48,2014-06-26 17:33:30,control_group,Canada,hp pavilion desktop,english,5398.0,like_message,3
14826.0,2014-06-26 17:31:48,2014-06-26 17:33:30,control_group,Canada,hp pavilion desktop,english,5398.0,send_message,1
14848.0,2014-06-26 17:13:25,2014-06-26 17:14:45,control_group,Italy,dell inspiron notebook,english,5045.0,send_message,1
14894.0,2014-06-26 16:14:13,2014-06-26 16:15:38,control_group,United States,macbook air,english,3.0,send_message,1
14857.0,2014-06-26 15:49:12,2014-06-26 15:50:55,control_group,Sweden,macbook air,english,309.0,send_message,1
14847.0,2014-06-26 15:25:08,2014-06-26 15:26:17,control_group,Australia,dell inspiron notebook,english,182.0,send_message,1
14833.0,2014-06-26 14:42:21,2014-06-26 14:43:42,control_group,Iran,nexus 5,arabic,23.0,like_message,1
14833.0,2014-06-26 14:42:21,2014-06-26 14:43:42,control_group,Iran,nexus 5,arabic,23.0,send_message,1
14834.0,2014-06-26 14:22:37,2014-06-26 14:24:12,control_group,Germany,macbook pro,english,2954.0,like_message,2
14834.0,2014-06-26 14:22:37,2014-06-26 14:24:12,control_group,Germany,macbook pro,english,2954.0,send_message,2
14849.0,2014-06-26 13:54:26,2014-06-26 13:55:49,control_group,United Kingdom,nexus 5,english,7.0,send_message,1
14871.0,2014-06-26 13:40:18,2014-06-26 13:41:34,control_group,Korea,dell inspiron notebook,english,489.0,like_message,1
14828.0,2014-06-26 13:39:34,2014-06-26 13:41:06,control_group,United States,iphone 5,english,584.0,like_message,5
14828.0,2014-06-26 13:39:34,2014-06-26 13:41:06,control_group,United States,iphone 5,english,584.0,send_message,2
14829.0,2014-06-26 13:34:00,2014-06-26 13:35:48,control_group,United States,ipad air,english,11421.0,like_message,3
14832.0,2014-06-26 13:15:29,2014-06-26 13:17:18,control_group,France,macbook pro,french,1260.0,like_message,1
14824.0,2014-06-26 13:09:14,2014-06-26 13:11:01,control_group,United States,ipad air,english,343.0,like_message,2
14824.0,2014-06-26 13:09:14,2014-06-26 13:11:01,control_group,United States,ipad air,english,343.0,send_message,1
14851.0,2014-06-26 12:56:35,2014-06-26 12:57:49,control_group,United States,samsung galaxy s4,english,1.0,like_message,1
14866.0,2014-06-26 12:46:36,2014-06-26 12:48:13,control_group,United States,dell inspiron desktop,english,7746.0,like_message,2
14866.0,2014-06-26 12:46:36,2014-06-26 12:48:13,control_group,United States,dell inspiron desktop,english,7746.0,send_message,1
14842.0,2014-06-26 12:44:04,2014-06-26 12:45:36,control_group,Brazil,nexus 5,spanish,2732.0,like_message,2
14882.0,2014-06-26 12:05:28,2014-06-26 12:06:51,control_group,Korea,htc one,english,12904.0,like_message,1
14831.0,2014-06-26 11:58:18,2014-06-26 12:00:01,control_group,Italy,amazon fire phone,spanish,1541.0,like_message,1
14856.0,2014-06-26 11:58:23,2014-06-26 11:59:59,control_group,United States,windows surface,english,12597.0,like_message,1
14880.0,2014-06-26 11:35:31,2014-06-26 11:37:13,control_group,United States,lenovo thinkpad,english,37.0,,0
14881.0,2014-06-26 11:19:33,2014-06-26 11:21:06,control_group,Canada,macbook air,french,11764.0,like_message,3
14881.0,2014-06-26 11:19:33,2014-06-26 11:21:06,control_group,Canada,macbook air,french,11764.0,send_message,3
14852.0,2014-06-26 11:19:26,2014-06-26 11:20:39,control_group,Israel,hp pavilion desktop,english,1.0,like_message,1
14852.0,2014-06-26 11:19:26,2014-06-26 11:20:39,control_group,Israel,hp pavilion desktop,english,1.0,send_message,1
14855.0,2014-06-26 10:31:54,2014-06-26 10:33:21,control_group,United Kingdom,lenovo thinkpad,indian,1274.0,like_message,1
14855.0,2014-06-26 10:31:54,2014-06-26 10:33:21,control_group,United Kingdom,lenovo thinkpad,indian,1274.0,send_message,1
14869.0,2014-06-26 10:22:40,2014-06-26 10:24:05,control_group,France,lenovo thinkpad,french,11886.0,like_message,2
14869.0,2014-06-26 10:22:40,2014-06-26 10:24:05,control_group,France,lenovo thinkpad,french,11886.0,send_message,1
14885.0,2014-06-26 10:20:28,2014-06-26 10:22:04,control_group,Germany,dell inspiron desktop,english,2747.0,like_message,1
14885.0,2014-06-26 10:20:28,2014-06-26 10:22:04,control_group,Germany,dell inspiron desktop,english,2747.0,send_message,1
14890.0,2014-06-26 09:48:41,2014-06-26 09:49:44,control_group,Russia,iphone 5,russian,39.0,like_message,1
14850.0,2014-06-26 09:39:15,2014-06-26 09:40:59,control_group,Philippines,nexus 5,english,13.0,,0
14874.0,2014-06-26 09:37:38,2014-06-26 09:39:21,control_group,United States,ipad mini,english,10805.0,like_message,1
14874.0,2014-06-26 09:37:38,2014-06-26 09:39:21,control_group,United States,ipad mini,english,10805.0,send_message,1
14825.0,2014-06-26 09:29:11,2014-06-26 09:30:32,control_group,United States,dell inspiron notebook,english,18.0,,0
14821.0,2014-06-26 08:40:48,2014-06-26 08:42:05,control_group,Belgium,nokia lumia 635,french,3825.0,,0
14891.0,2014-06-26 07:57:36,2014-06-26 07:59:03,control_group,Switzerland,macbook pro,french,36.0,like_message,6
14891.0,2014-06-26 07:57:36,2014-06-26 07:59:03,control_group,Switzerland,macbook pro,french,36.0,send_message,6
14892.0,2014-06-26 07:03:45,2014-06-26 07:04:58,control_group,United States,acer aspire notebook,english,3.0,,0
14837.0,2014-06-26 06:14:27,2014-06-26 06:16:06,control_group,United States,nokia lumia 635,english,96.0,send_message,2
14859.0,2014-06-26 02:35:13,2014-06-26 02:36:49,control_group,United States,macbook pro,english,4061.0,like_message,2
14859.0,2014-06-26 02:35:13,2014-06-26 02:36:49,control_group,United States,macbook pro,english,4061.0,send_message,1
14793.0,2014-06-25 20:50:19,2014-06-25 20:51:43,control_group,United Kingdom,mac mini,english,10407.0,like_message,1
14793.0,2014-06-25 20:50:19,2014-06-25 20:51:43,control_group,United Kingdom,mac mini,english,10407.0,send_message,1
14818.0,2014-06-25 19:19:01,2014-06-25 19:20:40,control_group,France,iphone 5,english,24.0,like_message,5
14818.0,2014-06-25 19:19:01,2014-06-25 19:20:40,control_group,France,iphone 5,english,24.0,send_message,3
14811.0,2014-06-25 18:21:27,2014-06-25 18:23:04,control_group,Mexico,ipad mini,spanish,731.0,like_message,1
14811.0,2014-06-25 18:21:27,2014-06-25 18:23:04,control_group,Mexico,ipad mini,spanish,731.0,send_message,1
14757.0,2014-06-25 17:37:18,2014-06-25 17:38:32,control_group,United States,iphone 5s,english,9239.0,like_message,2
14757.0,2014-06-25 17:37:18,2014-06-25 17:38:32,control_group,United States,iphone 5s,english,9239.0,send_message,3
14805.0,2014-06-25 17:20:12,2014-06-25 17:21:39,control_group,Netherlands,lenovo thinkpad,english,43.0,like_message,1
14805.0,2014-06-25 17:20:12,2014-06-25 17:21:39,control_group,Netherlands,lenovo thinkpad,english,43.0,send_message,1
14819.0,2014-06-25 16:39:38,2014-06-25 16:41:13,control_group,Japan,ipad air,japanese,40.0,like_message,2
14819.0,2014-06-25 16:39:38,2014-06-25 16:41:13,control_group,Japan,ipad air,japanese,40.0,send_message,4
14820.0,2014-06-25 16:35:20,2014-06-25 16:36:57,control_group,Italy,acer aspire notebook,italian,7640.0,like_message,1
14820.0,2014-06-25 16:35:20,2014-06-25 16:36:57,control_group,Italy,acer aspire notebook,italian,7640.0,send_message,2
14754.0,2014-06-25 16:32:29,2014-06-25 16:34:03,control_group,United States,lenovo thinkpad,english,6.0,like_message,4
14814.0,2014-06-25 15:40:55,2014-06-25 15:42:18,control_group,United States,macbook pro,english,5544.0,like_message,3
14814.0,2014-06-25 15:40:55,2014-06-25 15:42:18,control_group,United States,macbook pro,english,5544.0,send_message,2
14789.0,2014-06-25 15:12:58,2014-06-25 15:14:33,control_group,Germany,macbook air,german,8671.0,like_message,2
14774.0,2014-06-25 14:40:44,2014-06-25 14:42:10,control_group,Taiwan,macbook pro,chinese,1305.0,send_message,2
14790.0,2014-06-25 14:29:41,2014-06-25 14:31:15,control_group,Canada,asus chromebook,english,2.0,like_message,2
14790.0,2014-06-25 14:29:41,2014-06-25 14:31:15,control_group,Canada,asus chromebook,english,2.0,send_message,1
14770.0,2014-06-25 14:23:57,2014-06-25 14:25:37,control_group,France,dell inspiron desktop,french,9025.0,like_message,4
14770.0,2014-06-25 14:23:57,2014-06-25 14:25:37,control_group,France,dell inspiron desktop,french,9025.0,send_message,1
14809.0,2014-06-25 14:10:59,2014-06-25 14:12:38,control_group,United States,macbook pro,spanish,12788.0,,0
14799.0,2014-06-25 13:39:15,2014-06-25 13:40:22,control_group,Spain,dell inspiron notebook,spanish,2050.0,like_message,1
14799.0,2014-06-25 13:39:15,2014-06-25 13:40:22,control_group,Spain,dell inspiron notebook,spanish,2050.0,send_message,1
14775.0,2014-06-25 11:47:54,2014-06-25 11:49:01,control_group,Saudi Arabia,windows surface,arabic,11045.0,like_message,1
14784.0,2014-06-25 11:20:36,2014-06-25 11:22:04,control_group,Germany,nexus 7,german,6534.0,like_message,3
14784.0,2014-06-25 11:20:36,2014-06-25 11:22:04,control_group,Germany,nexus 7,german,6534.0,send_message,1
14773.0,2014-06-25 10:37:57,2014-06-25 10:39:17,control_group,Colombia,dell inspiron notebook,spanish,1982.0,like_message,2
14780.0,2014-06-25 10:21:17,2014-06-25 10:22:34,control_group,Sweden,ipad air,english,5801.0,like_message,2
14767.0,2014-06-25 10:14:50,2014-06-25 10:16:27,control_group,Spain,macbook air,english,7857.0,like_message,3
14767.0,2014-06-25 10:14:50,2014-06-25 10:16:27,control_group,Spain,macbook air,english,7857.0,send_message,4
14752.0,2014-06-25 10:04:03,2014-06-25 10:05:44,control_group,United States,macbook pro,english,11442.0,send_message,1
14808.0,2014-06-25 09:30:45,2014-06-25 09:32:17,control_group,United States,macbook pro,english,5396.0,like_message,3
14808.0,2014-06-25 09:30:45,2014-06-25 09:32:17,control_group,United States,macbook pro,english,5396.0,send_message,2
14816.0,2014-06-25 09:11:05,2014-06-25 09:12:33,control_group,India,dell inspiron notebook,indian,447.0,,0
14750.0,2014-06-25 09:07:23,2014-06-25 09:08:47,control_group,Russia,lenovo thinkpad,russian,11438.0,like_message,1
14750.0,2014-06-25 09:07:23,2014-06-25 09:08:47,control_group,Russia,lenovo thinkpad,russian,11438.0,send_message,2
14788.0,2014-06-25 08:32:57,2014-06-25 08:33:58,control_group,France,dell inspiron desktop,french,96.0,,0
14810.0,2014-06-25 08:25:44,2014-06-25 08:27:07,control_group,United States,samsung galaxy s4,english,8896.0,like_message,2
14810.0,2014-06-25 08:25:44,2014-06-25 08:27:07,control_group,United States,samsung galaxy s4,english,8896.0,send_message,1
14804.0,2014-06-25 07:55:13,2014-06-25 07:56:45,control_group,United States,macbook pro,english,11880.0,like_message,2
14768.0,2014-06-25 07:54:51,2014-06-25 07:55:59,control_group,Canada,iphone 5,english,163.0,like_message,1
14760.0,2014-06-25 07:48:06,2014-06-25 07:49:58,control_group,Japan,macbook air,japanese,877.0,like_message,3
14813.0,2014-06-25 07:40:00,2014-06-25 07:41:33,control_group,Sweden,macbook pro,english,21.0,like_message,2
14813.0,2014-06-25 07:40:00,2014-06-25 07:41:33,control_group,Sweden,macbook pro,english,21.0,send_message,1
